Date,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee or Third Party,Critical Risk,Description_final
2016-11-21,Country_03,Local_10,Others,1,1,Male,Third Party,Others,region povoado vista martin pole ce employee f bio de vieira perform soil collection activities field together auxiliaries manoel da silva diassis nascimento around cross fence glove attach wire body project forward cause slight twist leave wrist team travel city granja employee refer hospital consultation doctor diagnose fracture prescribe remedy local pain ice pack medical evaluation employee carry activities normally
2016-11-23,Country_01,Local_06,Metals,1,4,Male,Employee,Others,operator descend ladder sailor step fall floor go er step fall back hit head worker use chin strap helmet safety element reduce injury blow treat medical center local treatment refer clinic evaluation
2016-11-23,Country_01,Local_04,Mining,1,2,Male,Employee,Others,approx mr denis make mesh place ventilation plug ladder try wire tie suddenly imbalance due manipulation tool fall third step propici ndose blow right knee wind wrist right hand later evacuate post receive first aid
2016-11-25,Country_02,Local_07,Mining,1,2,Male,Employee,Others,employee report upon initiate rlc front load activity perform emulsion preparation use displacement small rock fragment ceiling reach leave forearm
2016-11-28,Country_01,Local_03,Mining,1,1,Male,Third Party,Others,level din room collaborator finish wash tabolas food containers dimension cm x cm x cm proceed order pink thumb right hand corner aluminum tabola generate lesion employee time accident safety gloves
2016-11-29,Country_02,Local_08,Metals,2,3,Male,Employee,Others,exchange shock bear house employee use sledgehammer hit pipe stage activity hammer hit stepladder close come hand tool project onto leave hand thumb hold piece
2016-11-30,Country_01,Local_03,Mining,1,2,Male,Third Party,Others,welder complete weld work reinforce form deepen walk towards distant truck mt point welder step fragment rock cm x cm x cm approx generate foot flex generate injury worker
2016-12-01,Country_01,Local_03,Mining,1,4,Male,Employee,Others,activity chuteo ore hopper op operator locomotive park equipment hopper fill first car moment blow release load mud flow suddenly appear presence rock fragment personnel direction flow cover mud
2016-12-01,Country_01,Local_03,Mining,1,4,Male,Third Party,Others,activity chuteo ore hopper op operator locomotive park equipment hopper fill first car moment blow release load mud flow suddenly appear presence rock fragment personnel direction flow cover mud
2016-12-08,Country_01,Local_01,Mining,1,4,Male,Employee,Suspended Loads,time four mechanics perform removal tm engine positive slope use key tyrfor time st welder tighten key kg weight pull chain eyebolt hold click roof work break transversely cause fall key hit helmet welder mechanic cause cervical contracture tirfor use activity second protection prevent engine fall
2016-12-08,Country_01,Local_01,Mining,1,3,Male,Third Party (Remote),Others,time four employees lower metal sheet mx kg towards floor height cm assembly assistant timely remove hand trap ring finger iron loose earth cause contusion ring finger collaborator time event use maneuver gloves
2016-12-09,Country_02,Local_02,Mining,2,3,Male,Third Party (Remote),Others,withdrawal metal form support screw inside well bolt chain holder loosen employee helper exert force combination wrench bolt come loosen immediately press ring finger employee right hand support
2016-12-10,Country_01,Local_04,Mining,1,2,Male,Third Party,Others,hours moments mr claudio tipper operator readjust nut rear tire right side vehicle use wheel wrench tube extension generate greater force torque mr wilber hold back suffer contusion palm right hand extension partner slip hand
2016-12-12,Country_02,Local_08,Metals,1,2,Male,Employee,Others,enter caustic soda containment basin place hose make suction stage steam formation strike employee right leave calf
2016-12-13,Country_02,Local_02,Mining,1,2,Male,Third Party (Remote),Others,activities revegetation slop pit pit ii employee hit sledgehammer rods installation lifeline hit right leg cause slight excoriation
2016-12-12,Country_01,Local_04,Mining,3,3,Male,Employee,Others,perform doosan rb equipment hammer repair employee try remove suspenders support pound rope moment receive blow brace bolt cause splinter release expel impact lower leave limb cause metal embed collaborator notice immediately
2016-12-12,Country_02,Local_05,Metals,1,2,Male,Third Party (Remote),Others,employee report perform activity area ustulaci n coordination maintenance hit dust ustulado cause irritation eye region
2016-12-13,Country_01,Local_06,Metals,1,2,Male,Third Party,Others,december accessories couple gun hose high pressure pump bap make clean demister cool tower g carry complete couple turn bap start start test moment hose come gun hit mr emerson hold gun
2016-12-15,Country_02,Local_05,Metals,1,3,Male,Employee,Others,employee report return anode easel even bump side easel come swing hit right shoulder cause bruise
2016-12-15,Country_01,Local_03,Mining,3,4,Male,Third Party,Others,happen maintenance bolter equipment collaborator use carpenter hammer able remove link chain advance drill machine moments hit side chain partner hit structure beam divert path hammer cause strike leave hand
2016-12-16,Country_02,Local_08,Metals,1,2,Female,Third Party,Others,maid walk electrolysis area stumble fell next bathroom room b
2016-12-19,Country_01,Local_04,Mining,1,3,Male,Employee,Others,circumstances operator perform lift inch vitaulic pipe imprison structure rail truck instants push pipe right hand return initial position hit middle finger employee cause bruise
2016-12-23,Country_01,Local_04,Mining,2,4,Male,Third Party,Others,perform movement bar make room place calibrator mr chuquillanqui push bar hand turn moment imprison middle finger leave hand bar ahead
2016-12-22,Country_02,Local_05,Metals,1,2,Male,Third Party,Others,employee report perform solder activity hit eye region dust find thermal insulation cause irritation
2016-12-22,Country_01,Local_01,Mining,1,4,Male,Third Party,Others,end unleash saturate material talus crest bank rugged taut rope leave work area tension moment loose material top slope crumble height stool project fragment cmx cmx cm gr rub right cheek cause injury time event area isolate collaborator epps correspond activity
2016-12-23,Country_01,Local_03,Mining,1,3,Male,Third Party,Others,level geology surface master mine temporarily repair water leakage inch diameter metal distributor make cut rim chamber strip cm wide x cm long make use cutter partner stretch camera cut force edge cutter make contact index finger leave hand cause superficial cut time event worker wear boss gloves
2016-12-26,Country_01,Local_06,Metals,1,2,Male,Employee,Others,mr marcelo withdraw foam ajax oven use metal spoon empty foam waste container moment splash slag residues impact face generate surface burn worker wear face mask
2016-12-28,Country_02,Local_05,Metals,1,4,Male,Employee,Others,employee report try remove one plat overflow system ustulador oven th finger right hand press tool wrench extension overflow flange ustulador oven locate behind performer
2016-12-30,Country_01,Local_04,Mining,4,5,Male,Third Party,Others,hours mr hidalgo want climb starter board remove fan stand unstable reel drive fell frontally height
2016-12-31,Country_01,Local_04,Mining,3,4,Male,Third Party,Others,approximately p alpha operator mr ronald head mine decide stop equipment accommodate light leave side manipulate support lighthouse catch fifth finger right hand protection grid support
2017-01-02,Country_01,Local_06,Metals,1,2,Male,Third Party (Remote),Pressed,hours mr jose perform erase earthenware section turn machine alizado iron concrete tour abruptly imprison leave hand command equipment metal structure cause atriction back leave hand
2017-01-05,Country_01,Local_01,Mining,1,4,Male,Third Party,Projection,volvo workshop time cut steel plate thickness installation mt scoop lip oxicorte equipment injure feel discomfort eye time accident collaborator make use full epp solder iron lens make full adjustment presence respirator
2017-01-05,Country_01,Local_03,Mining,1,3,Male,Employee,Others,mechanize support activity level tajo lift support mesh platform scissor equipment employee stumble feel pain heel leave foot
2017-01-06,Country_02,Local_08,Metals,1,1,Male,Employee,Pressed,preparation scaffold activity employee load piece designate place finger press metal piece move
2017-01-07,Country_01,Local_04,Mining,1,4,Male,Employee,Others,make change support vertical pump zinc two mechanics raise beam h x kg one end height injure person knee slip hand cause injury describe
2017-01-08,Country_01,Local_06,Metals,3,3,Male,Employee,Cut,deslaminator stop untimely operator lower lock machine verify failure detect lock sheet basket manipulator operator try arrange sheet manually pull sheet one cut palm right hand edge sheet refer medical center attention
2017-01-08,Country_02,Local_05,Metals,2,4,Male,Employee,Others,employee perform withdrawal electrical failure engine control drawer tq check exchange fuse close door drawer energize drawer moment arc open reach face part employee forearm cause minor burn
2017-01-09,Country_01,Local_01,Mining,1,3,Male,Third Party,Others,circumstances worker hit support drill beam advance cylinder align base beam hole beam place bolt mechanical hammer slip inertia mechanic hand hit edge beam cause injury time accident employee ppe activity
2017-01-09,Country_01,Local_03,Mining,1,3,Male,Employee,Others,level access scissor perform sustain activity drill drill install split lift electrowelded mesh square meter x weight kg approximately team platform assistant slip feel pain inner edge right knee
2017-01-10,Country_03,Local_10,Others,1,4,Male,Third Party,Fall Prevention,auxiliary general service paulo e silva months days work perform activity soil collection movement equipment next point hold lever encounter piece slop grind interlace vegetation cause fall leave side tool hold rapid fall prevent employee lean cause shock elbow grind employee continue activity another point sample collection felt arm bother
2017-01-12,Country_02,Local_08,Metals,1,2,Male,Third Party (Remote),Manual Tools,reduction activity tube employee attach tube walrus hit tube hammer untie walrus reach finger
2017-01-14,Country_01,Local_03,Mining,1,4,Male,Third Party,Projection,activity settle concrete block ventilation plug wall cx level circumstances worker make set union concrete block polyethylene pipe diameter pick spike hit hit top worker protector
2017-01-17,Country_01,Local_03,Mining,1,3,Male,Employee,Remains Of Choco,level tajo area complete drill drill load operator remove bite jumbo arm walk towards crew cabin crown work fragment rock pass cocada mesh impact helmet rebound hit right shoulder operator generate describe injury
2017-01-17,Country_02,Local_08,Metals,1,4,Male,Employee,Liquid Metal,upon approach furnace process melt zn ingot strike liquid metal projection
2017-01-17,Country_02,Local_08,Metals,3,4,Male,Employee,Others,routine slimming activity kiln battery employee begin remove waste inside crucible aid skimmer felt pain leave shoulder
2017-01-20,Country_01,Local_06,Metals,4,4,Male,Third Party (Remote),Fall Prevention,hours mr cesar tello moinsac carry work assemble water line climb cat ladder approximate height meter vanish fall hit way transfer medical center attention
2017-01-20,Country_01,Local_04,Mining,1,3,Male,Third Party,Manual Tools,manipulate materials master drill truck operators decide make space move radiator moment driver truck imprison little finger leave hand bar
2017-01-21,Country_02,Local_02,Mining,1,1,Male,Third Party (Remote),Others,employees engage removal material excavation well level use shovel place bucket day material fell pip employees boot friction boot calf cause superficial injury legs
2017-01-23,Country_01,Local_04,Mining,1,4,Male,Third Party,Remains Of Choco,th block nv ob moment messrs roger injure clean th drill radial mesh incline shape right gable moment detach fragment rock x x cm impact shoulder
2017-01-24,Country_02,Local_05,Metals,1,3,Male,Third Party (Remote),Fall,employee transit grs area come slip suffer twist leave knee
2017-01-24,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,activity collect soil collaborator milton run branch attack maribondos bite twice head pain swell allergic symptoms continue activities
2017-01-25,Country_01,Local_03,Mining,5,6,Male,Third Party,Remains Of Choco,process load drill carmen pit level operator position basket anfo loader equipment height floor carry load production drill moment stone slab x x detach front pit tilt lodge inside basket trap right leg collaborator
2017-01-27,Country_01,Local_04,Mining,2,3,Male,Third Party,Others,time collaborator pass tubo pvc pipe loader uncover fifth hole obstruct piece rock operator jetanol accidentally activate air valve cause load pipe floor rise suddenly throw prils anfo excess pipe cheekbone eyelid right eye victim
2017-01-29,Country_01,Local_01,Mining,1,3,Male,Third Party,Vehicles And Mobile Equipment,circumstances tipper mv ee mceisa move nv nv operator see congestion equipment front unit ramp distance meter access nv decide get cab turn vehicle suddenly slide second ring grind hit right forearm region fender ring
2017-01-28,Country_01,Local_01,Mining,1,3,Male,Employee,Vehicles And Mobile Equipment,moment enter mouth tunel employee move leave side locomotive lt locomotive personnel transfer station entrance mouth without notice protrude abutment say locomotive bottom hit right knee metal stirrup note operator continue duties watch without report happen extraction supervisor upon notice discomfort partner knee immediately evacuate natclar report control center
2017-01-31,Country_02,Local_08,Metals,1,3,Male,Employee,Others,assembly activity polypropylene pipe diameter employee step pipe flange twist right foot
2017-01-31,Country_01,Local_01,Mining,1,4,Male,Employee,Vehicles And Mobile Equipment,upon enter mine interior bodeguero locate litorina n last convoy displacement litorina derail advance approximately meter operator observe event enter entrance gate paralyze displacement convoy winemaker full epps
2017-02-01,Country_03,Local_10,Others,1,2,Male,Third Party,Others,perform soil activity collaborator alex use pickaxe assist open collection hole strike ferranta grind fragment rock project forehead cause small cut activity paralyze moments necessary go doctor employee continue activities normally
2017-02-04,Country_02,Local_02,Mining,1,3,Male,Employee,Manual Tools,employee perform drill activity lm probe level gps position needle stem come hit leave hand ring finger retraction box cause superficial injury
2017-02-05,Country_03,Local_10,Others,1,2,Male,Employee,Others,p perform geological map activity geologist manoel da silva accompany geologists luciano do santos dayme make cross side fence barb wire know region goat fence base cm height make rods interlace horizontally upwards make little barb wire barb around cm jump fence still fence manage sweep vegetation leave foot even support foot grind stump approximately cm x cm come break sole boot cause perforation leave foot height finger
2017-02-07,Country_01,Local_04,Mining,1,2,Male,Third Party,Others,collaborator complete misalignment nut leave side chute scraper strip get turn hit head guard rail hit lenses generate injury
2017-02-07,Country_01,Local_03,Mining,2,5,Male,Employee,Remains Of Choco,level op worker perform chuteo ore hopper second car perceive slip water mud hopper decide leave platform already second ring ladder access water increase fragment rock slide hit back worker cause fall hit right forearm leave knee
2017-02-08,Country_01,Local_03,Mining,2,4,Male,Third Party,Cut,hours approximately circumstances administrative ssomac arrange move guillotine right side towards center table make cut enmicadas page try raise guillotine middle finger right hand rub edge guillotine blade cause cut yolk third finger right hand
2017-02-08,Country_02,Local_08,Metals,1,2,Female,Third Party,Others,preparation office clean activity employee make use stair rail contact clamp use lock signal board
2017-02-08,Country_02,Local_08,Metals,1,1,Male,Third Party (Remote),Pressed,activity package cylindrical piece easel employee carry piece designate place finger press metal piece move
2017-02-08,Country_01,Local_04,Mining,2,3,Male,Third Party,Cut,injure collaborator one colleagues want move rim scoop tire use strength throw rim floor make roll instant eyelash hit fifth finger right hand ring produce injury
2017-02-08,Country_01,Local_06,Metals,1,3,Male,Employee,Others,average operator daniel remove clean accessories mobile channel line support leave hand rail motion moment crush nd finger leave hand occur injury occur collaborator refer medical care
2017-02-09,Country_01,Local_03,Mining,4,5,Male,Third Party (Remote),Power Lock,spillway circumstances worker clean use absorbent cloth oil residues right edge atlas ax compressor bonnet open function rag fall inside ompressor attempt remove hook fan propeller pull worker leave hand toward propeller cause injury
2017-02-08,Country_01,Local_06,Metals,1,1,Male,Third Party (Remote),Manual Tools,perform carpentry work collaborator hit second finger leave hand hammer hold right hand cause bruise height nail evaluation carry medical center unit final diagnosis contusion finger
2017-02-13,Country_02,Local_08,Metals,2,3,Male,Employee,Pressed,prepare mount polypropylene tube employee pull pickup truck position place press finger tube concrete wall
2017-02-13,Country_02,Local_05,Metals,1,4,Male,Employee,Projection,maintenance peristaltic pump bp change internal hose rupture tube reserve pump bp rupture start operate design solution heat towards employee reach leave forearm cause irritation skin
2017-02-13,Country_02,Local_05,Metals,3,4,Male,Employee,Others,maintenance peristaltic pump bp change internal hose rupture tube reserve pump bp disrupt start operate design solution heat towards employee reach leave forearm cause burn
2017-02-14,Country_01,Local_03,Mining,4,5,Male,Third Party,Pressed,nv cx south mechanic loosen bolt intermediate cardan protector dumper protector release imprison first finger leave hand connector hydraulic steer cylinder position
2017-02-15,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,pm perform magnetometric use gps collaborator ant nio bump top field hat branch attack maribondos bite behind ear another shoulder continue activity felt pain swell
2017-02-16,Country_01,Local_03,Mining,1,2,Female,Third Party (Remote),Fall,average offices ajani liliana prepare store folders warehouse go place come iglu go two step diagonally sit leave foot edge second step cause foot bend leave inward stabilize quickly avoid fall grind
2017-02-17,Country_01,Local_04,Mining,1,3,Male,Third Party,Others,moment extract bolt chuck rotation unit vsd instant make hit rope lbs base support bolt fragment metal structure project impact face mechanic freddy describe injury
2017-02-17,Country_01,Local_01,Mining,1,3,Male,Employee,Chemical Substances,paint pump pipe complete person involve involuntarily touch face hand gloves full paint clean make use dry industrial cloth begin rub face period time second continuously finally paint face clean friction generate describe injury
2017-02-17,Country_01,Local_01,Mining,1,4,Male,Third Party,Projection,conclusion unload ore amp plate tipper pit driver notice stretch support mesh stick hopper hatch driver get equipment hopper lift remove hand mesh generate force fine particles rock fall one impregnate eye injure time incident injure person use measure glass surcharge
2017-02-23,Country_01,Local_04,Mining,4,4,Male,Third Party,Vehicles And Mobile Equipment,mr walter put tool hopper atlas truck park cruise level ob b mine operations van arrive drive engineer park behind truck atlas approximately meter without place safety block go request data drill later assistant simba open gate drop bite hopper mine truck untimely vehicle move forward pin mechanic right leg
2017-02-23,Country_02,Local_07,Mining,1,3,Male,Third Party (Remote),Venomous Animals,transport piece wood aid wheelbarrow employee felt prick right leg moment stop activity remove leggings shake pant notice small scorpion
2017-02-25,Country_01,Local_01,Mining,4,4,Male,Third Party (Remote),Fall,mine cycle chimney start drill work anchor lane alimak system collaborator squat pick manual tool platform moment jackleg team lose position project towards back collaborator generate injury
2017-02-25,Country_01,Local_01,Mining,1,3,Male,Employee,Projection,support process circumstances assistant perform last cut transverse length mesh mesh generate movement towards operator hit face cause describe injury
2017-02-25,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,p assist gps magnetometric collaborator gilv nio bump top field hat branch attack maribondos moths go towards eye due use sunglasses attack region prevent insects move side face get catch ear back field hat make helper get two bite behind ear gilv nio allergic marimbondos bite soon activity immediately paralyze drive car accident take medicine antiallergic already use situations work indicate another doctor avoid swell marcelo responsible project also field map activity call radio immediately assistant felt good take emergency hospital lavras sul consult doctor take antiallergic release around
2017-02-26,Country_01,Local_01,Mining,1,3,Male,Third Party,Fall,moments staff impromec company head towards pique support shotcrete cast job one electricians identify lane water road right leg enter gutter depth cause injury service litorina paralyze entrance personnel
2017-02-26,Country_02,Local_07,Mining,1,4,Male,Employee,Fall Prevention,employee descend ladder inspection mill cyclones give access floor behind mill platform isc mg floor give way fell height approximately meter meter material ore platform decrease height fall impact
2017-02-27,Country_01,Local_03,Mining,2,4,Male,Third Party,Remains Of Choco,area lloclla meter sub station nro circumstances worker prepare pick rope floor several fragment rock slide slope hill one cm fragment diameter approximately impact face worker produce aforementioned injury
2017-02-27,Country_02,Local_02,Mining,3,4,Male,Employee,Others,perform clean activity area near tc grind employee handle block triangular shape rock measure b cm x h cm x e cm movement lose balance fall rock thumb leave hand injure
2017-03-01,Country_01,Local_06,Metals,1,1,Male,Third Party (Remote),Others,carry refractory brick chop activities order place support bus bar section particle detach hit assistant right arm one meter away work area provoke wind arm treat medical center return usual duties
2017-03-02,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,soil sample region sta employees rafael danillo da silva attack bee test rush away place employee rafael take bite one chin one chest one neck one hand glove employee take bite one hand glove head employee danillo take bite leave arm uniform first one sketch allergy swell sting site activity stop evaluate site verify test remain line leave site
2017-03-04,Country_02,Local_02,Mining,1,5,Male,Employee,Vehicles And Mobile Equipment,employee hitchhike cep truck equipment cross central canterio track catch key wheel loader another operator stop opposite direction upon return truck hit arm leave loader tire travel along road pass cep right
2017-03-06,Country_01,Local_04,Mining,1,3,Male,Third Party (Remote),Fall,pm approx collaborator mr duval sampler prepare change remove bucket pulp sample plant courier slip fell grind support right hand generate lesion describe
2017-03-08,Country_03,Local_10,Others,1,1,Male,Third Party,Others,pm perform mag activity employee murilo da silva move acquisition line come across small drainage approximately cm wide small gap traverse drainage employee rest right foot ravine come rest cause right ankle twist soon twist activities paralyze employee take local hospital x ray take examination make physician serious injury find small swell release normal activities
2017-03-09,Country_01,Local_03,Mining,1,5,Male,Third Party,Vehicles And Mobile Equipment,level f license plate go level surface pilot try locate radio answer call concrete plant distract crash vehicle leave gable vehicle turn right side happen copilot hit right hand fragment break glass window right side vehicle
2017-03-08,Country_01,Local_01,Mining,5,5,Male,Third Party,Vehicles And Mobile Equipment,scoop head rpa cut point cro south unload visualize truck park light engine ignite inside thrust scoop find accumulate dismount operator stop scoop get tell driver truck leave find one decide go look driver top cro south find return scoop meter visualize light lamp shin direction gable approach find decease lie side scoop proceed give immediate notice supervisory shift control center emergency center
2017-03-09,Country_02,Local_05,Metals,1,3,Male,Third Party,Others,employee perform maintenance filter press filtration area grs dismantle hose clamp turn motion contact burr tip one screw expose cause cut glove wind rd quirodactilo leave hand
2017-03-10,Country_01,Local_03,Mining,2,4,Male,Third Party,Others,nv chamber accumulation aggregate worker make cast shotcrete towards crown work p perceive discomfort fog full face decide take choose use safety glass comfort continue throw shotcrete p suffer projection shotcrete rebound particles leave eye
2017-03-15,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,team vms project perform soil collection xix target members team move one collection point another mr fabio ahead team sting behind robson manoel da silva near collection point surprise swarm be inside play near grind visibility woods hiss noise fabio pass stump robson manoel da silva attack be robson sting leave arm uniform manoel da silva prick lip screen rip tangle branch escape
2017-03-15,Country_02,Local_08,Metals,2,4,Female,Employee,Chemical Substances,preparation solubilization activity sample chapel maid move vial nitric acid detach doser cause projection region face upper limbs
2017-03-18,Country_01,Local_03,Mining,5,5,Male,Third Party (Remote),Power Lock,activity change conveyor belt b feed primary mill mechanic enter discharge chute x x clean material time automatic sampler x inside chute activate trap mechanic height chest time accident mechanic alone work area
2017-03-22,Country_01,Local_06,Metals,5,5,Male,Third Party (Remote),Power Lock,approximately hours change cable z power cell lock cabinet z transformer loud noise follow oscillation electrical system moment collaborator queneche company eissa find floor head inside adjoin cell z cabinet block assign work receive electric shock
2017-03-25,Country_01,Local_03,Mining,2,5,Male,Third Party,Vehicles And Mobile Equipment,mixer e c incimmet move positive south ramp direction surface unicon concrete plant height operator observe untimely light engine go control control respond equipment start reverse meter operator jump cabin meter team hit right gable turn side leave area circumstances event presence personnel equipment could affect
2017-03-25,Country_03,Local_10,Others,1,1,Male,Employee,Others,technician magnetometric survey step thorn reaction immediately retreat lose balance magnetometer antenna break
2017-03-31,Country_02,Local_05,Metals,1,4,Male,Third Party,Fall Prevention,employee report assist maintenance activity tower electrolysis step grp grid polymer glass floor move cause fall event take place stag displacement fall floor span receive effort employee fall grp floor side gutter floor support structure employee fall lower level grp floor
2017-04-04,Country_02,Local_05,Metals,1,3,Male,Employee,Chemical Substances,employee report supervise activity ustulation near ball projection hot hump dust upper floor reach cervical neck region cause first degree burn
2017-04-05,Country_02,Local_05,Metals,1,4,Male,Employee,Suspended Loads,employee perform task hoist big bag contain waelz oxide perform several hoist employee suffer low voltage electric shock contact hoist attach handle big bag
2017-04-07,Country_02,Local_02,Mining,1,3,Male,Third Party (Remote),Others,employee move toward structure post come step false suffer twist leave ankle
2017-04-04,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,around hs current sediment activity collaborator warley take bee sting neck use screen bee enter bottom screen sting team decide leave workplace due presence be collaborator reaction continue work normally
2017-04-06,Country_01,Local_06,Metals,1,2,Male,Third Party,Others,industrial clean worker cristian perform clean activity gutter strike wall remove solid solution form moment operator hand slide impact edge gutter cause blow little finger leave hand
2017-04-07,Country_01,Local_03,Mining,1,4,Male,Third Party,Fall Prevention,level formerly level hydraulic fill personnel perform installation diameter hdpe pipe ventilation chimney help yard scooptram hold push end pipe pipe meter length moment pipe get stick edge chimney cause pipe form arc height injure worker signal light lamp operator scooptram stop try retire line fire worker lose balance light contact pipe cause fall level
2017-04-10,Country_02,Local_02,Mining,1,2,Male,Third Party,Chemical Substances,employee perform paint floor fuel tank area need clean pour water thinner floor bucket slip hand mixture project onto leave shoulder lower lip cause redness burn
2017-04-08,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,execution soil sample task potions area around pm luis wca open machete bite wasp back right hand use time incident epis need activity employee evaluate technician find mild localize swell wind employee report feel pain could continue activity
2017-04-11,Country_01,Local_03,Mining,1,4,Male,Third Party (Remote),Others,tower n old kv lt disable de energize dismantle locate city pasco last profile base tower previously disassemble cut use oxyfuel equipment proingcom security supervisor foreman outside fence area supervise activity indicate stoppage activities evacuation refuge due orange alert indicate detector storm evacuation last employees inside fence area loud sound hear provoke fright cause staff throw floor inside area proceed leave work area mean ladder apparently loud sound would correspond electrical discharge cable guard pass old tower
2017-04-11,Country_01,Local_03,Mining,1,4,Male,Third Party (Remote),Others,tower n old kv lt disable de energize disassemble locate city pasco cut last profile base tower previously disassemble carry use oxyfuel equipment safety supervisor proingcom foreman external part fence area supervise activity indicate paralysis activities evacuation refuge due orange alert indicate detector storm evacuation last employees inside fence area loud sound hear provoke scare cause staff throw floor within area proceed leave work area mean staircase apparently loud sound would correspond electrical discharge cable guard pass old tower
2017-04-11,Country_02,Local_07,Mining,1,2,Male,Third Party (Remote),Others,end concrete activity employee turn concrete roll handle make return equipment warehouse bump tip mangote inferior lip cause hematoma
2017-04-13,Country_01,Local_01,Mining,1,2,Male,Employee,Others,mark management point supervision breeders enter work carry ventilation inspection survey work stop turn fan proceed air flow measurements fan turn due pressure break fasten point toe sleeve fall floor generate chicoteo gable gable product chicoteo fragment aggregate shocrete project face injure person produce injury
2017-04-12,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,execution service open prick future work ip around employee pedro second line equipment sting wasp right portion neck beetle small size see employees bite cause employee shock insects manifest employee use ppe require activity develop bite occur collar shirt face shield technician responsible perform work evaluate sting together injure employee find localize swell allergy would need paralyze activity follow normally
2017-04-23,Country_01,Local_04,Mining,1,3,Male,Third Party,Others,moments mr william carry inspection cut block level ob load platform could realize instants observe drill positive radial ones cover shotcreteados hear noise upper part pit detachments bank center pit mr william go back leave work metatarsal boot make contact rock floor cause lose balance stumble gable
2017-04-19,Country_03,Local_10,Others,1,4,Male,Third Party,Others,employee de lima da silva compose team open bite survey ip team consist one mine technician three assistants move bite touch leave foot stump tucum grind cover dry leave vegetation near drainage felt thorn pierce foot tell mine technician happen teammate remove thorn pierce top boot removal spine foot wash verify injury event technician wax activity return city porangatu go necessary take employee health unit
2017-04-23,Country_01,Local_06,Metals,1,2,Male,Third Party,Projection,approx pm mr victor time make visual inspection scaffold suffer slight blow level right ear metallic extension chute conveyor chain
2017-04-25,Country_03,Local_10,Others,1,1,Male,Third Party,Venomous Animals,execution soil sample task potions area around pm pablo move bite bite right elbow wasp sleeve uniform use time incident ppe need activity employee evaluate team find mild injury localize swell employee report feel pain could continue activity
2017-04-25,Country_02,Local_07,Mining,4,5,Male,Employee,Remains Of Choco,activity front sanitation slaughter choco scaller local underground mine level front upper jka operator perform front sanitation rock block roof hit equipment accident victim promptly rescue unit emergency brigade transport outpatient clinic receive first care transfer municipal paracatu
2017-04-25,Country_01,Local_01,Mining,4,4,Male,Employee,Pressed,perform clean material mineral accumulate steel plate concrete base rest show photograph steel plate thickness order complete clean workers decide weld steel plate support eyelet type end fix point fasten pin helical support way lift plate help key remove accumulate material instant pull chain tecla injure one leave hand rest concrete wall line fire product tension exert tecle helical bolt break chain lash index finger generate injury time accident accident victim use epps include gloves
2017-04-24,Country_01,Local_03,Mining,1,5,Male,Employee,Others,circumstances mr efra n osorio felix mina nd enter interior pocket level activate compress air gun instal lower part structure nozzle communicate air lung internal part pocket project violent flow air blow leave leg worker generate stun noise produce
2017-04-28,Country_02,Local_05,Metals,1,2,Male,Employee,Others,employee report perform routine activities foundry area necessary fit last zamac ingots one package point ingot slip hit back right foot cause pain safety footwear wear employee steel toe metatarsal protector
2017-04-29,Country_02,Local_02,Mining,2,3,Male,Employee,Manual Tools,employee use lever remove seal ring front tire wheel loader lhd lever come release fulcrum ring press leave ring finger loader shell cause traumatism tip say finger
2017-04-30,Country_02,Local_05,Metals,1,2,Male,Employee,Others,employee report perform routine activities area electrolysis try position one cathode sheet easel hit sleeve cause cut superficially leave hand
2017-05-05,Country_02,Local_02,Mining,1,2,Male,Third Party (Remote),Others,employee engage adjust metallic shape use tether strike shape tether cable hit lifeline project hand metal structure shape cause superficial injury ring finger right hand
2017-05-06,Country_01,Local_01,Mining,3,4,Male,Third Party,Manual Tools,circumstances staff perform rhyme cave hw hw pipe suspend approximately cm floor assistant place stilson key hw pipe fit pipe height cm base rod holder operator operate chuck slide back cause pipe slide cause tip fourth finger assistant right hand catch stilson key base rod holder time event collaborator use epps
2017-05-06,Country_02,Local_07,Mining,4,5,Male,Employee,Projection,employees rcio rgio perform pump pipe clear activity fz removal suction spool flange bolt projection pulp cause injuries
2017-05-06,Country_02,Local_07,Mining,2,5,Male,Employee,Projection,employees rcio rgio perform pump pipe clear activity fz removal suction spool flange bolt projection pulp cause injuries
2017-05-10,Country_01,Local_04,Mining,5,5,Male,Third Party,Fall,perform shotcrete cast resane cruise nv p approximately operator place leave side equipment start release cubic meter time decide paralyze task minutes due leak water roof box allow adhesion shotcrete rock set restart shotcrete launch operator leave side move right side equipment assistant operator mixkret see pump go verify happen return realize operator assume fall chimney leave job ask help immediately emergency response brigade medical service activate verify death collaborator accident investigation begin
